Corn leaf blight 0.0053 9 6 405 407
Tomato leaf yellow virus 0.0010 131 224 149 263
Tomato leaf yellow virus 0.0010 239 49 251 71
Tomato leaf yellow virus 0.0010 88 142 154 198
Tomato leaf yellow virus 0.0010 215 92 280 143
Tomato leaf yellow virus 0.0010 116 310 157 406
Tomato leaf yellow virus 0.0010 376 93 398 127
Tomato leaf yellow virus 0.0010 174 342 189 383
Tomato leaf yellow virus 0.0010 33 248 70 274
Tomato leaf yellow virus 0.0010 197 105 209 124
Tomato leaf yellow virus 0.0010 233 89 243 110
Tomato leaf yellow virus 0.0010 20 160 56 236
Tomato leaf yellow virus 0.0010 15 388 127 416
Tomato leaf yellow virus 0.0010 142 97 153 118
Tomato leaf yellow virus 0.0010 197 39 267 98
Tomato leaf yellow virus 0.0010 122 186 140 204
Tomato leaf yellow virus 0.0010 162 71 181 125
Tomato leaf yellow virus 0.0010 124 260 142 278
Tomato leaf yellow virus 0.0010 118 160 132 181
Tomato leaf yellow virus 0.0010 79 128 93 149
Tomato leaf yellow virus 0.0010 230 214 242 239
Tomato leaf yellow virus 0.0010 255 39 268 63
Tomato leaf yellow virus 0.0010 25 195 63 225
Tomato leaf yellow virus 0.0010 222 167 234 191
